time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-12-05T02:46:31.216Z,41.7306,81.7323,25.38,5.1,mb,,89,2.595,0.7,us,us60006m8e,2019-12-05T10:49:08.754Z,"100km W of Kuqa, China",earthquake,7.9,4.8,0.083,47,reviewed,us,us
2019-12-05T02:25:05.680Z,47.569,-122.013666666667,21.61,2.73,ml,76,60,,0.34,uw,uw61562776,2019-12-07T02:40:39.024Z,"3km E of West Lake Sammamish, Washington",earthquake,0.34,0.58,0.206709830714997,43,reviewed,uw,uw
2019-12-05T02:03:18.871Z,45.4268,150.0594,35,5.6,mww,,117,5.474,0.76,us,us60006m7z,2019-12-06T02:05:51.565Z,"171km E of Kuril'sk, Russia",earthquake,3.1,1.9,0.08,15,reviewed,us,us
2019-12-05T01:29:08.563Z,43.3538,147.7066,10,5,mb,,136,3.611,0.9,us,us60006m7p,2019-12-05T02:11:24.040Z,"93km ESE of Shikotan, Russia",earthquake,9,1.9,0.034,270,reviewed,us,us
2019-12-05T01:03:10.231Z,8.3915,-82.771,35.14,4.2,ml,,197,0.408,1.15,us,us60006m7l,2019-12-06T00:27:52.549Z,"3km ESE of La Esperanza, Panama",earthquake,5.2,22.3,0.081,20,reviewed,us,us
2019-12-05T00:02:30.269Z,39.3013,117.9093,10,4.7,mb,,83,1.523,0.92,us,us60006m7f,2019-12-05T21:43:36.327Z,"2km ENE of Yangjiapo, China",earthquake,8.1,1.9,0.074,55,reviewed,us,us
2019-12-04T23:24:40.170Z,19.0613,-67.1703,8,2.88,md,4,334,0.5967,0.27,pr,pr2019338013,2019-12-05T04:32:39.730Z,"63km NNW of Isabela, Puerto Rico",earthquake,3.26,1.56,0.1,3,reviewed,pr,pr
2019-12-04T23:10:30.820Z,19.088,-67.1933,10,2.96,md,10,284,0.6259,0.22,pr,pr2019338012,2019-12-06T05:49:09.040Z,"62km N of Isabela, Puerto Rico",earthquake,2.93,3.86,0.43,9,reviewed,pr,pr
2019-12-04T23:05:03.450Z,19.148,-67.2025,10,3.24,md,17,212,0.6866,0.44,pr,pr2019338011,2019-12-06T05:56:01.040Z,"75km NNW of San Antonio, Puerto Rico",earthquake,1.71,31.61,0.23,10,reviewed,pr,pr
2019-12-04T21:37:05.569Z,28.229,51.6536,10,4.5,mb,,58,5.224,0.55,us,us60006m49,2019-12-04T22:10:28.040Z,"112km SW of Firuzabad, Iran",earthquake,4.3,1.8,0.083,43,reviewed,us,us
2019-12-04T21:09:17.780Z,44.2643333333333,-125.9765,49.29,2.56,ml,22,311,,2.47,uw,uw61562686,2019-12-04T23:14:01.080Z,"153km WNW of Florence, Oregon",earthquake,71.73,31.61,0.296368387482287,6,reviewed,uw,uw
2019-12-04T20:10:03.614Z,-19.0515,169.5628,266,6,mww,,21,2.812,0.82,us,us60006m2j,2019-12-05T23:44:01.300Z,"63km NNE of Isangel, Vanuatu",earthquake,7.6,1.9,0.037,71,reviewed,us,us
2019-12-04T19:40:14.800Z,40.144,-123.844,22.38,3.17,ml,33,63,0.05126,0.1,nc,nc73311641,2019-12-05T23:17:37.040Z,"3km NNW of Redway, CA",earthquake,0.21,0.23,0.377,35,reviewed,nc,nc
2019-12-04T19:08:29.208Z,-20.7009,-178.7229,590.23,4.4,mb,,136,4.234,0.42,us,us60006m1x,2019-12-05T23:04:22.040Z,"6km SSW of Ndoi Island, Fiji",earthquake,15.7,8.4,0.074,52,reviewed,us,us
2019-12-04T18:47:11.366Z,27.6451,57.0824,10,4.1,mb,,114,2.801,0.72,us,us60006m1i,2019-12-05T22:35:10.040Z,"55km N of Minab, Iran",earthquake,5.9,2,0.135,15,reviewed,us,us
2019-12-04T18:45:20.204Z,62.0446,-147.7763,26.8,2.8,ml,,,,0.52,ak,ak019fjamska,2019-12-05T22:19:41.040Z,"62km ENE of Sutton-Alpine, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-12-04T17:43:57.206Z,63.0554,-151.5096,0.1,2.9,ml,,,,0.87,ak,ak019fja10dv,2019-12-05T22:09:01.040Z,"108km NW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-12-04T17:31:13.320Z,18.2593,-67.2678,91,2.72,md,5,153,0.2456,0.21,pr,pr2019338009,2019-12-04T20:13:06.314Z,"7km SSW of Stella, Puerto Rico",earthquake,1.7,1.41,0.03,4,reviewed,pr,pr
2019-12-04T16:34:42.520Z,18.9991,-67.2593,7,2.64,md,8,287,0.5519,0.35,pr,pr2019338008,2019-12-04T19:39:01.108Z,"58km NNW of San Antonio, Puerto Rico",earthquake,3.08,3.14,0.46,7,reviewed,pr,pr
2019-12-04T16:03:59.104Z,24.9988,125.5787,51.98,4.6,mb,,116,2.393,0.9,us,us60006m0a,2019-12-05T23:07:57.040Z,"37km NE of Hirara, Japan",earthquake,10.2,8.6,0.085,41,reviewed,us,us
2019-12-04T15:10:53.273Z,-9.0602,160.816,64.13,4.8,mb,,81,8.901,0.67,us,us60006lza,2019-12-05T22:59:45.040Z,"34km SSE of Auki, Solomon Islands",earthquake,10.5,7.7,0.057,94,reviewed,us,us
2019-12-04T15:06:52.017Z,43.247,147.9541,10,4.4,mb,,142,3.747,0.49,us,us60006lz9,2019-12-05T22:44:10.040Z,"117km ESE of Shikotan, Russia",earthquake,11.5,1.9,0.089,37,reviewed,us,us
2019-12-04T14:42:20.578Z,37.395,71.8385,137.21,4.3,mb,,64,0.195,0.68,us,us60006lz5,2019-12-05T06:31:58.040Z,"15km N of Roshtqal'a, Tajikistan",earthquake,7,9.6,0.187,8,reviewed,us,us
2019-12-04T12:53:57.553Z,-37.7091,176.522,189.17,4.2,mb,,117,0.809,0.58,us,us60006lyq,2019-12-04T22:43:42.661Z,"9km NE of Maketu, New Zealand",earthquake,6.9,6.5,0.115,21,reviewed,us,us
2019-12-04T10:50:16.172Z,43.3584,148.0642,21.78,4.5,mb,,181,3.858,0.51,us,us60006ly4,2019-12-04T11:43:34.040Z,"119km ESE of Shikotan, Russia",earthquake,11.9,6.1,0.086,44,reviewed,us,us
2019-12-04T10:35:06.681Z,36.8296,139.6848,10,4.7,mb,,96,0.723,1.06,us,us60006lxf,2019-12-04T22:22:46.183Z,"10km NE of Nikko, Japan",earthquake,4.3,1.9,0.048,132,reviewed,us,us
2019-12-04T09:43:25.082Z,44.1333,30.4769,16.13,4.3,mb,,62,3.376,0.72,us,us60006lwu,2019-12-04T10:20:31.040Z,"122km SE of Crisan, Romania",earthquake,7,6.1,0.307,3,reviewed,us,us
2019-12-04T09:26:17.894Z,66.995,-154.0395,0,2.6,ml,,,,0.68,ak,ak019fj55tcy,2019-12-04T09:32:05.371Z,"79km NW of New Allakaket, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-12-04T08:46:16.621Z,36.4678,70.8157,142.52,5,mb,,60,1.257,0.93,us,us60006lwg,2019-12-04T09:31:29.499Z,"44km S of Jarm, Afghanistan",earthquake,6.5,6.3,0.045,160,reviewed,us,us
2019-12-04T08:39:14.587Z,69.193,-144.6479,1.5,3,ml,,,,0.68,ak,ak019fj4n8zg,2019-12-07T06:09:53.040Z,"112km SSW of Kaktovik, Alaska",earthquake,,1.4,,,automatic,ak,ak
2019-12-04T08:26:15.174Z,39.6702,-117.6675,4.9,2.5,ml,4,235.54,0.501,0.159,nn,nn00712325,2019-12-04T18:51:44.857Z,"55km WNW of Austin, Nevada",earthquake,,3,0.08,2,reviewed,nn,nn
2019-12-04T07:59:40.070Z,18.9515,-64.5215,32,3.48,md,11,338,1.5546,0.24,pr,pr2019338006,2019-12-07T06:05:30.040Z,"62km N of Road Town, British Virgin Islands",earthquake,3.21,17.01,0.2,8,reviewed,pr,pr
2019-12-04T07:42:02.170Z,19.0288,-67.3871,11,2.57,md,4,320,0.9047,0.32,pr,pr2019338005,2019-12-04T12:01:18.430Z,"66km NNW of San Antonio, Puerto Rico",earthquake,13.74,19.18,0.39,3,reviewed,pr,pr
2019-12-04T07:23:21.635Z,65.869,-150.8711,7.4,2.6,ml,,,,0.61,ak,ak019fj3ybd1,2019-12-04T07:32:06.023Z,"95km NE of Tanana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-12-04T06:26:19.530Z,18.9391,-67.0913,5,2.72,md,7,224,0.472,0.61,pr,pr2019338004,2019-12-04T08:24:47.145Z,"49km N of Isabela, Puerto Rico",earthquake,2,3.21,0.18,5,reviewed,pr,pr
2019-12-04T06:09:51.030Z,18.7148,-67.1253,71,2.66,md,10,246,0.2477,0.15,pr,pr2019338003,2019-12-04T08:24:19.497Z,"24km N of San Antonio, Puerto Rico",earthquake,1.01,1.35,0.24,7,reviewed,pr,pr
2019-12-04T06:04:13.734Z,-6.7024,130.043,159.62,4.9,mww,,45,1.78,0.61,us,us60006lvn,2019-12-04T06:19:41.040Z,"197km NW of Saumlaki, Indonesia",earthquake,6.6,3.9,0.08,15,reviewed,us,us
2019-12-04T05:36:59.505Z,-22.5561,-69.2165,92.56,4.3,mb,,64,0.36,0.72,us,us60006lvi,2019-12-07T06:02:09.040Z,"30km WSW of Calama, Chile",earthquake,6.9,5.2,0.217,6,reviewed,us,us
2019-12-04T04:54:02.060Z,0.5572,99.8423,163.85,4.8,mb,,141,2.384,0.98,us,us60006lv8,2019-12-04T05:06:18.040Z,"76km NW of Bonjol, Indonesia",earthquake,5.6,8.2,0.139,16,reviewed,us,us
2019-12-04T04:47:47.499Z,56.2832,-149.5296,10,4.2,mb,,209,2.246,0.45,us,us60006lv6,2019-12-04T18:00:53.552Z,"242km SE of Kodiak, Alaska",earthquake,4.8,2,0.102,27,reviewed,us,us
2019-12-04T04:30:51.025Z,36.6123,70.9066,217.08,4.5,mb,,71,1.096,0.95,us,us60006lv2,2019-12-04T04:46:41.040Z,"28km SSE of Jarm, Afghanistan",earthquake,7.6,7.9,0.15,13,reviewed,us,us
2019-12-04T04:15:11.584Z,25.1064,62.8314,10,4.3,mb,,191,6.013,0.87,us,us60006lv0,2019-12-04T04:26:22.040Z,"51km E of Gwadar, Pakistan",earthquake,6.9,2,0.119,20,reviewed,us,us
2019-12-04T02:53:49.210Z,19.6338,-64.8085,60,3.73,md,10,312,1.8186,0.47,pr,pr2019338002,2019-12-04T03:27:32.949Z,"136km N of Road Town, British Virgin Islands",earthquake,6.93,27.93,0.11,9,reviewed,pr,pr
2019-12-04T02:11:21.090Z,59.336,-152.8554,67.9,3.6,ml,,,,0.7,ak,ak019fj0wkku,2019-12-04T02:55:15.040Z,"75km SW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-12-04T02:05:50.770Z,19.006,-67.1573,34,3.2,md,14,214,0.5405,0.74,pr,pr2019338001,2019-12-04T02:42:51.040Z,"62km N of San Antonio, Puerto Rico",earthquake,2.85,13.84,0.29,11,reviewed,pr,pr
2019-12-04T01:38:56.116Z,36.8107,140.5065,31.77,5,mb,,97,1.835,0.83,us,us60006lu8,2019-12-07T01:09:57.295Z,"14km ENE of Daigo, Japan",earthquake,6.1,5.1,0.031,328,reviewed,us,us
2019-12-04T01:23:56.400Z,19.0731,-67.204,29,3.14,md,13,217,0.6127,0.83,pr,pr2019338000,2019-12-04T02:39:01.040Z,"72km N of Isabela, Puerto Rico",earthquake,3.36,23.98,0.33,12,reviewed,pr,pr
2019-12-04T00:33:57.038Z,-16.454,-173.4443,37.44,4.6,mb,,125,2.998,0.34,us,us60006ltz,2019-12-04T00:54:42.040Z,"64km SSE of Hihifo, Tonga",earthquake,6.4,9.5,0.071,59,reviewed,us,us
2019-12-04T00:22:57.478Z,-30.6659,-179.929,386.81,4.4,mb,,75,2.24,0.83,us,us60006lts,2019-12-04T01:03:16.040Z,"129km NW of L'Esperance Rock, New Zealand",earthquake,14.5,2.7,0.11,24,reviewed,us,us
2019-12-03T23:25:07.181Z,43.3249,147.9251,10.27,5.2,mww,,135,3.751,0.73,us,us60006lt9,2019-12-04T22:03:12.040Z,"110km ESE of Shikotan, Russia",earthquake,3.6,4.7,0.08,15,reviewed,us,us
2019-12-03T23:06:20.496Z,51.5913,-178.3929,19.38,2.8,ml,,185,0.265,0.59,us,us60006lt3,2019-12-04T02:31:57.040Z,"36km SSW of Tanaga Volcano, Alaska",earthquake,2.4,3.1,,,reviewed,us,ak
2019-12-03T22:27:30.128Z,-4.4842,152.2742,101.94,4.3,mb,,118,0.311,0.78,us,us60006lsy,2019-12-06T06:15:03.040Z,"14km S of Kokopo, Papua New Guinea",earthquake,10.5,6.9,0.154,12,reviewed,us,us
2019-12-03T22:25:28.110Z,19.0955,-67.1318,14,2.83,md,6,318,0.6283,0.11,pr,pr2019337007,2019-12-03T22:51:19.399Z,"66km N of Isabela, Puerto Rico",earthquake,4.77,9.22,0.09,6,reviewed,pr,pr
2019-12-03T22:23:12.789Z,-3.2101,150.7785,10,5.6,mww,,37,1.691,0.64,us,us60006lsm,2019-12-04T22:25:40.020Z,"70km S of Kavieng, Papua New Guinea",earthquake,7.1,1.8,0.065,23,reviewed,us,us
2019-12-03T22:22:03.589Z,36.29083333,-98.176,5.58,2.88,ml,99,48,0,0.19,ok,ok2019xrph,2019-12-04T04:33:26.709Z,"22km NNE of Okeene, Oklahoma",earthquake,,0.3,0.24,37,reviewed,ok,ok
2019-12-03T22:16:04.900Z,43.7651,18.0358,10,3.1,ml,,172,1.608,1.16,us,us60006ltp,2019-12-04T00:28:55.824Z,"10km WSW of Pazaric, Bosnia and Herzegovina",earthquake,8.5,2,0.074,24,reviewed,us,us
2019-12-03T22:01:25.364Z,43.6499,89.2457,10,4.4,mb,,113,5.831,0.65,us,us60006ls8,2019-12-04T00:06:19.040Z,"79km N of Turpan, China",earthquake,10.1,1.9,0.109,24,reviewed,us,us
2019-12-03T21:36:15.380Z,35.14016667,-95.32733333,6.77,3.07,ml,58,98,0.1313742199,0.22,ok,ok2019xrnu,2019-12-04T05:36:18.059Z,"7km E of Quinton, Oklahoma",earthquake,,0.5,0.23,8,reviewed,ok,ok
2019-12-03T21:30:38.348Z,-6.2197,146.5554,99.13,4,mb,,67,3.22,0.74,us,us60006lrx,2019-12-06T06:05:01.040Z,"73km NW of Lae, Papua New Guinea",earthquake,7,11.3,0.126,17,reviewed,us,us
2019-12-03T19:46:59.454Z,-22.8676,-66.3375,241.84,4.6,mb,,46,1.699,1.14,us,us60006lqf,2019-12-05T18:53:01.040Z,"67km WSW of Abra Pampa, Argentina",earthquake,7.7,7.5,0.039,202,reviewed,us,us
2019-12-03T19:16:50.099Z,30.8966,142.4901,7.83,4.6,mb,,130,3.172,0.67,us,us60006lqp,2019-12-05T18:32:19.040Z,"Izu Islands, Japan region",earthquake,7.4,5.4,0.094,36,reviewed,us,us
2019-12-03T18:49:02.730Z,60.188,-150.4568,32.1,2.5,ml,,,,0.51,ak,ak019fhn49lr,2019-12-05T18:25:27.040Z,"42km SSE of Sterling, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-12-03T18:30:39.901Z,-7.7793,127.576,187.62,4.3,mb,,82,3.693,0.85,us,us60006lp9,2019-12-05T18:16:37.040Z,"236km ENE of Dili, East Timor",earthquake,7.8,17.1,0.201,8,reviewed,us,us
2019-12-03T18:30:22.280Z,18.3735,-68.832,102,2.74,md,8,282,0.9831,0.25,pr,pr2019337005,2019-12-05T18:08:36.040Z,"33km SSE of La Romana, Dominican Republic",earthquake,4.32,2.06,0.79,5,reviewed,pr,pr
2019-12-03T17:47:50.698Z,39.0705,54.6394,10,4.6,mb,,123,7.687,0.7,us,us70006fla,2019-12-05T17:46:04.040Z,"15km SSE of Gumdag, Turkmenistan",earthquake,9,1.9,0.077,55,reviewed,us,us
2019-12-03T17:43:20.264Z,39.2298,54.7289,13.98,4.4,mb,,83,7.724,1.26,us,us70006fl8,2019-12-05T17:42:35.040Z,"12km ENE of Gumdag, Turkmenistan",earthquake,9.4,6.6,0.123,26,reviewed,us,us
2019-12-03T16:11:05.197Z,14.2033,-92.498,10,4.6,mb,,176,0.841,0.54,us,us70006fjl,2019-12-03T16:42:28.040Z,"47km SW of Ocos, Guatemala",earthquake,7.3,2,0.069,62,reviewed,us,us
2019-12-03T15:58:51.200Z,19.2341,-66.5093,27,2.92,md,5,303,0.9205,0.29,pr,pr2019337006,2019-12-03T21:29:12.277Z,"85km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.94,20.36,0.11,3,reviewed,pr,pr
2019-12-03T14:56:49.183Z,-26.7703,-176.2725,10,4.9,mb,,126,2.867,1.06,us,us70006fj8,2019-12-03T15:47:43.040Z,"South of the Fiji Islands",earthquake,9.8,1.9,0.072,60,reviewed,us,us
2019-12-03T13:37:58.768Z,12.7523,-88.5832,48.42,4.9,mb,,126,1.525,0.88,us,us70006fit,2019-12-03T16:11:18.803Z,"58km S of Puerto El Triunfo, El Salvador",earthquake,7.1,8.1,0.027,435,reviewed,us,us
2019-12-03T12:59:52.249Z,63.4156,-150.5275,0,3.1,ml,,,,1.01,ak,ak019fhjlwxn,2019-12-06T08:21:39.040Z,"78km W of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-12-03T12:01:23.438Z,59.3534,-152.0447,35.8,2.5,ml,,,,0.83,ak,ak019fhj9f6x,2019-12-06T08:06:03.040Z,"42km SW of Homer, Alaska",earthquake,,2,,,automatic,ak,ak
2019-12-03T11:24:31.290Z,28.8563,65.0747,12.22,4.3,mb,,210,6.018,0.5,us,us70006fie,2019-12-06T09:03:42.040Z,"45km NW of Kharan, Pakistan",earthquake,13.8,6.9,0.099,29,reviewed,us,us
2019-12-03T11:24:24.315Z,0.6015,122.2712,94.43,5,mb,,52,1.573,1.14,us,us70006fid,2019-12-03T11:43:57.040Z,"11km NW of Tilamuta, Indonesia",earthquake,6.9,6.8,0.092,38,reviewed,us,us
2019-12-03T10:55:32.227Z,1.4817,126.183,48.18,5.2,mb,,85,1.377,1.38,us,us70006fi9,2019-12-03T11:15:11.040Z,"111km E of Bitung, Indonesia",earthquake,7.5,6.6,0.063,84,reviewed,us,us
2019-12-03T10:52:27.345Z,1.4401,126.2013,40.78,5,mb,,75,1.341,1.4,us,us70006fi8,2019-12-03T11:07:40.040Z,"113km E of Bitung, Indonesia",earthquake,7.5,6.6,0.081,48,reviewed,us,us
2019-12-03T10:43:54.950Z,19.8485,-155.9778333,42.95,2.6,ml,42,183,0.2109,0.11,hv,hv71259586,2019-12-05T02:23:35.508Z,"11km N of Kalaoa, Hawaii",earthquake,0.64,0.73,0.194,18,reviewed,hv,hv
2019-12-03T09:46:00.459Z,35.2927,27.1657,10,4.5,mb,,63,0.253,0.82,us,us70006fht,2019-12-06T07:42:00.084Z,"24km S of Karpathos, Greece",earthquake,4.7,1.8,0.082,44,reviewed,us,us
2019-12-03T09:39:48.558Z,56.1213,-149.7604,10,3.1,ml,,226,2.237,0.72,us,us70006fjm,2019-12-06T07:11:42.842Z,"245km SE of Kodiak, Alaska",earthquake,7.8,2,0.06,36,reviewed,us,us
2019-12-03T09:30:32.126Z,12.9438,145.2615,10,4.7,mb,,83,2.34,1.02,us,us60006lt6,2019-12-05T04:13:44.616Z,"66km ESE of Inarajan Village, Guam",earthquake,12.4,1.9,0.112,24,reviewed,us,us
2019-12-03T08:46:36.374Z,-18.5597,-70.6504,32.44,6,mww,,112,0.31,1.4,us,us70006fh7,2019-12-05T08:07:29.617Z,"37km WSW of Arica, Chile",earthquake,6.2,7.8,0.069,20,reviewed,us,us
2019-12-03T07:29:30.319Z,-20.9328,-70.7718,10,5.4,mww,,138,0.589,1.47,us,us70006fh0,2019-12-04T07:31:30.691Z,"102km SW of Iquique, Chile",earthquake,3.5,1.6,0.063,24,reviewed,us,us
2019-12-03T06:06:06.161Z,37.0626,67.0463,32.61,4.7,mb,,90,0.992,0.65,us,us70006fgk,2019-12-04T04:47:27.365Z,"23km E of Qarchi Gak, Afghanistan",earthquake,6.9,6.3,0.072,58,reviewed,us,us
2019-12-03T05:33:02.580Z,19.6296,-64.4161,38,3.73,md,15,232,2.0653,0.3,pr,pr2019337003,2019-12-03T06:39:26.776Z,"135km N of Road Town, British Virgin Islands",earthquake,2.66,22.45,0.2,11,reviewed,pr,pr
2019-12-03T04:41:44.557Z,-5.4178,154.3286,99.98,5.3,mb,,111,2.477,0.62,us,us70006fg9,2019-12-04T15:30:42.710Z,"160km WNW of Arawa, Papua New Guinea",earthquake,10.5,9.8,0.141,17,reviewed,us,us
2019-12-03T04:07:33.980Z,19.8241667,-154.5048333,34.21,3.32,ml,55,303,0.454,0.14,hv,hv71259161,2019-12-03T22:33:50.592Z,"53km NE of Hawaiian Beaches, Hawaii",earthquake,0.83,1.56,0.166,54,reviewed,hv,hv
2019-12-03T03:37:08.760Z,19.3098,-64.5146,97,3.68,md,18,231,1.773,0.68,pr,pr2019337001,2019-12-03T04:32:32.040Z,"62km N of Road Town, British Virgin Islands",earthquake,7.74,16.87,0.16,15,reviewed,pr,pr
2019-12-03T01:49:30.700Z,37.9401667,-113.5323333,-0.17,2.55,ml,21,66,0.1685,0.24,uu,uu60352567,2019-12-03T14:30:59.900Z,"43km NNE of Enterprise, Utah",earthquake,0.55,4.25,0.2,3,reviewed,uu,uu
2019-12-03T01:33:39.237Z,39.2621,-99.4013,14.08,3.3,mb_lg,,55,0.518,0.71,us,us70006ff0,2019-12-03T04:08:22.062Z,"9km WNW of Plainville, Kansas",earthquake,3.7,8.5,0.043,142,reviewed,us,us
2019-12-03T01:18:04.179Z,36.1629,139.8486,56.29,4.6,mwr,,79,1.347,0.85,us,us70006fev,2019-12-04T11:09:35.776Z,"8km NNE of Sakai, Japan",earthquake,6.2,7.4,0.086,13,reviewed,us,us
2019-12-03T00:12:03.750Z,19.5576,-67.1081,40,2.91,md,8,270,1.2616,0.38,pr,pr2019337000,2019-12-03T04:18:34.937Z,"117km N of Isabela, Puerto Rico",earthquake,4.57,28.74,0.31,7,reviewed,pr,pr
2019-12-02T23:25:19.779Z,40.2972,141.8249,57.13,4.6,mb,,140,0.759,0.63,us,us70006fef,2019-12-07T06:40:00.686Z,"35km SE of Hachinohe, Japan",earthquake,6.7,7.2,0.068,66,reviewed,us,us
2019-12-02T23:23:00.417Z,41.4141,19.5893,10,4.5,mb,,67,1.044,1.16,us,us70006fed,2019-12-07T06:35:47.040Z,"6km WNW of Vore, Albania",earthquake,5.9,1.9,0.15,13,reviewed,us,us
2019-12-02T22:17:40.466Z,40.5818,-116.4342,10.8,3.3,ml,8,66.52,0.36,0.1255,nn,nn00712189,2019-12-03T02:08:15.158Z,"28km WSW of Carlin, Nevada",earthquake,,24.3,0.15,7,reviewed,nn,nn
2019-12-02T21:46:01.008Z,62.9403,-151.3192,127.2,3.3,ml,,,,0.45,ak,ak019fg1ckr0,2019-12-07T02:11:51.102Z,"92km NW of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-02T21:41:02.280Z,19.1681,-65.2526,36,3.41,md,7,329,1.1866,0.17,pr,pr2019336010,2019-12-03T00:14:23.866Z,"95km N of Culebra, Puerto Rico",earthquake,2.3,12.39,0.2,6,reviewed,pr,pr
2019-12-02T21:03:58.290Z,19.045,-67.1401,6,3.04,md,9,225,0.5782,0.34,pr,pr2019336009,2019-12-03T00:14:04.441Z,"61km NNW of Isabela, Puerto Rico",earthquake,1.6,1.43,0.23,8,reviewed,pr,pr
2019-12-02T19:07:07.914Z,31.9693,-102.3236,5,2.8,mb_lg,,65,0.067,0.33,us,us70006fbe,2019-12-03T21:11:44.672Z,"7km SE of Gardendale, Texas",earthquake,0.6,1.5,0.078,43,reviewed,us,us
2019-12-02T18:02:19.570Z,18.8406,-67.4061,10,2.91,md,7,299,0.462,0.22,pr,pr2019336008,2019-12-02T20:13:20.040Z,"55km NNW of San Antonio, Puerto Rico",earthquake,1.98,1.46,0.19,6,reviewed,pr,pr
2019-12-02T17:53:29.873Z,8.3833,94.5111,184.5,5,mb,,96,3.688,0.73,us,us70006fb6,2019-12-02T20:17:26.040Z,"139km ENE of Mohean, India",earthquake,8.6,5.7,0.051,125,reviewed,us,us
2019-12-02T16:04:36.755Z,16.1259,-98.373,10,4.4,mb,,216,1.44,0.56,us,us70006fai,2019-12-02T17:04:15.040Z,"37km S of Cuajinicuilapa, Mexico",earthquake,10.5,2,0.055,96,reviewed,us,us
2019-12-02T15:23:52.136Z,53.2794,-166.5599,35,4.3,mb,,159,0.542,0.41,us,us70006fa6,2019-12-07T02:10:18.207Z,"66km S of Unalaska, Alaska",earthquake,4.6,2,0.053,101,reviewed,us,us
2019-12-02T12:18:24.680Z,47.0405,-112.909,8.72,2.53,ml,24,140,0.065,0.11,mb,mb80373929,2019-12-02T15:51:22.320Z,"19km WNW of Lincoln, Montana",earthquake,0.29,0.44,0.144,14,reviewed,mb,mb
2019-12-02T12:12:11.259Z,35.53816667,-96.76133333,9.66,3.75,ml,66,82,0,0.1,ok,ok2019xozr,2019-12-05T02:05:30.556Z,"8km NW of Prague, Oklahoma",earthquake,,0.6,0.2,27,reviewed,ok,ok
2019-12-02T12:01:33.900Z,35.798,-117.629,6.33,2.5,ml,29,52,0.03112,0.16,ci,ci39213960,2019-12-02T14:33:13.738Z,"20km NNE of Ridgecrest, CA",earthquake,0.21,0.59,0.135,25,automatic,ci,ci
2019-12-02T10:46:33.480Z,18.9268,-67.2153,10,3.02,md,6,313,0.471,0.14,pr,pr2019336004,2019-12-02T11:43:35.595Z,"49km NNW of San Antonio, Puerto Rico",earthquake,0.98,0.61,0.13,5,reviewed,pr,pr
2019-12-02T08:26:24.785Z,41.4883,19.6237,10,4.5,mb,,60,0.978,0.99,us,us70006f7r,2019-12-02T10:23:23.346Z,"7km W of Fushe-Kruje, Albania",earthquake,6.1,1.9,0.128,18,reviewed,us,us
2019-12-02T06:41:02.450Z,51.2368,-178.1086,35,4.3,mb,,150,0.535,0.77,us,us70006f79,2019-12-07T02:09:59.099Z,"69km E of Amatignak Island, Alaska",earthquake,4.9,1.5,0.061,76,reviewed,us,us
2019-12-02T06:05:25.136Z,51.1442,-178.0544,19.8,2.5,ml,,,,0.56,ak,ak019ffs6bze,2019-12-07T02:09:58.334Z,"74km E of Amatignak Island, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-12-02T05:46:40.535Z,56.1092,-149.5638,10,4.6,mb,,141,2.338,0.66,us,us70006f6y,2019-12-07T02:09:56.092Z,"254km SE of Kodiak, Alaska",earthquake,7.5,1.9,0.043,158,reviewed,us,us
2019-12-02T05:06:13.081Z,51.1384,-178.0917,25.3,3.2,ml,,,,0.44,ak,ak019ffrl398,2019-12-07T02:10:42.187Z,"72km E of Amatignak Island, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2019-12-02T05:05:26.512Z,51.1793,-178.0658,25.6,3.3,ml,,,,0.48,ak,ak019ffrkwkr,2019-12-07T02:10:41.463Z,"73km E of Amatignak Island, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-12-02T05:01:54.693Z,51.3218,-178.2425,27.33,6,mww,,104,0.862,0.97,us,us70006f6d,2019-12-07T02:09:55.119Z,"60km E of Amatignak Island, Alaska",earthquake,6.7,4.2,0.066,22,reviewed,us,us
2019-12-02T04:31:49.907Z,55.2967,-154.3994,6.9,4.2,ml,,,,0.51,ak,ak019ffr52zn,2019-12-07T02:10:41.136Z,"79km SE of Chirikof Island, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2019-12-02T01:16:17.540Z,18.6293,-66.3295,66,2.65,md,11,238,0.4038,0.19,pr,pr2019336002,2019-12-02T09:18:41.776Z,"17km N of Brenas, Puerto Rico",earthquake,1.38,1.26,0.28,11,reviewed,pr,pr
